factId,propertyId,humanReadable,annotatedPassage,subjectStart,subjectEnd,subjectText,subjectUri,objectStart,objectEnd,objectText,objectUri
7083:79:94:18:34:4,4,<Viessmann Group> <CEO> <Martin Viessmann>,"<Martin Viessmann> is a German billionaire businessman, CEO of <Viessmann Group>, a heating systems manufacturer headquartered in Allendorf, Germany.",79,94,Viessmann Group,http://www.wikidata.org/entity/Q700651,18,34,Martin Viessmann,http://www.wikidata.org/entity/Q19663502
7083:79:94:155:162:6,6,<Viessmann Group> <HEADQUARTERS> <Germany>,"Martin Viessmann is a German billionaire businessman, CEO of <Viessmann Group>, a heating systems manufacturer headquartered in Allendorf, <Germany>.",79,94,Viessmann Group,http://www.wikidata.org/entity/Q700651,155,162,Germany,http://www.wikidata.org/entity/Q183
7083:79:94:144:153:6,6,<Viessmann Group> <HEADQUARTERS> <Allendorf>,"Martin Viessmann is a German billionaire businessman, CEO of <Viessmann Group>, a heating systems manufacturer headquartered in <Allendorf>, Germany.",79,94,Viessmann Group,http://www.wikidata.org/entity/Q700651,144,153,Allendorf,http://www.wikidata.org/entity/Q488153
26651:15:28:40:50:11,11,<Nicole Shiner> <PLACE_OF_RESIDENCE> <Harrisburg>,"<Nicole Shiner> grew up in <Harrisburg>, PA where she fell in love with all things film via her love for acting.",15,28,Nicole Shiner,,40,50,Harrisburg,http://www.wikidata.org/entity/Q25280
26651:103:106:40:50:11,11,<her> <PLACE_OF_RESIDENCE> <Harrisburg>,"Nicole Shiner grew up in <Harrisburg>, PA where she fell in love with all things film via <her> love for acting.",103,106,her,,40,50,Harrisburg,http://www.wikidata.org/entity/Q25280
26651:61:64:40:50:11,11,<she> <PLACE_OF_RESIDENCE> <Harrisburg>,"Nicole Shiner grew up in <Harrisburg>, PA where <she> fell in love with all things film via her love for acting.",61,64,she,,40,50,Harrisburg,http://www.wikidata.org/entity/Q25280
26651:15:28:52:54:11,11,<Nicole Shiner> <PLACE_OF_RESIDENCE> <PA>,"<Nicole Shiner> grew up in Harrisburg, <PA> where she fell in love with all things film via her love for acting.",15,28,Nicole Shiner,,52,54,PA,http://www.wikidata.org/entity/Q1400
26651:103:106:52:54:11,11,<her> <PLACE_OF_RESIDENCE> <PA>,"Nicole Shiner grew up in Harrisburg, <PA> where she fell in love with all things film via <her> love for acting.",103,106,her,,52,54,PA,http://www.wikidata.org/entity/Q1400
26651:61:64:52:54:11,11,<she> <PLACE_OF_RESIDENCE> <PA>,"Nicole Shiner grew up in Harrisburg, <PA> where <she> fell in love with all things film via her love for acting.",61,64,she,,52,54,PA,http://www.wikidata.org/entity/Q1400
7132:112:129:20:45:4,4,<Powa Technologies> <CEO> <Alessandro (Alex) Gadotti>,"<Alessandro (Alex) Gadotti> (born 10 August 1969 in Rome, Italy) is currently the APAC CEO of <Powa Technologies> after Powa has acquired ZNAP for US$75 million in May 2014 known for its innovative approach to mobile payment.",112,129,Powa Technologies,http://www.wikidata.org/entity/Q17021605,20,45,Alessandro (Alex) Gadotti,http://www.wikidata.org/entity/Q19560528
7132:136:140:20:45:4,4,<Powa> <CEO> <Alessandro (Alex) Gadotti>,"<Alessandro (Alex) Gadotti> (born 10 August 1969 in Rome, Italy) is currently the APAC CEO of Powa Technologies after <Powa> has acquired ZNAP for US$75 million in May 2014 known for its innovative approach to mobile payment.",136,140,Powa,http://www.wikidata.org/entity/Q17021605,20,45,Alessandro (Alex) Gadotti,http://www.wikidata.org/entity/Q19560528
5072:22:42:98:104:10,10,<Adrien René Franchet> <NATIONALITY> <French>,"<Adrien René Franchet> (21 April 1834, Pezou – 15 February 1900, Paris) was a <French> botanist, based at the Paris Muséum national d'Histoire naturelle.",22,42,Adrien René Franchet,http://www.wikidata.org/entity/Q377208,98,104,French,http://www.wikidata.org/entity/Q142
23444:1108:1111:1070:1085:14,14,<his> <DATE_OF_DEATH> <10 January 1706>,"He died on <10 January 1706>, and was succeeded by <his> only son Robert, by which time the family had fully recovered financially.",1108,1111,his,http://www.wikidata.org/entity/Q7793129,1070,1085,10 January 1706,
23444:1059:1061:1070:1085:14,14,<He> <DATE_OF_DEATH> <10 January 1706>,"<He> died on <10 January 1706>, and was succeeded by his only son Robert, by which time the family had fully recovered financially.",1059,1061,He,http://www.wikidata.org/entity/Q7793129,1070,1085,10 January 1706,
23444:1121:1127:1059:1061:34,34,<Robert> <CHILD_OF> <He>,"<He> died on 10 January 1706, and was succeeded by his only son <Robert>, by which time the family had fully recovered financially.",1121,1127,Robert,http://www.wikidata.org/entity/Q7348865,1059,1061,He,http://www.wikidata.org/entity/Q7793129
23444:1121:1127:1108:1111:34,34,<Robert> <CHILD_OF> <his>,"He died on 10 January 1706, and was succeeded by <his> only son <Robert>, by which time the family had fully recovered financially.",1121,1127,Robert,http://www.wikidata.org/entity/Q7348865,1108,1111,his,http://www.wikidata.org/entity/Q7793129
23444:31:60:120:149:34,34,"<Thomas Petre, 6th Baron Petre> <CHILD_OF> <Robert Petre, 3rd Baron Petre>","<Thomas Petre, 6th Baron Petre> (1633–1706) was an English Catholic peer, the third son of <Robert Petre, 3rd Baron Petre> and Mary Brown.",31,60,"Thomas Petre, 6th Baron Petre",http://www.wikidata.org/entity/Q7793129,120,149,"Robert Petre, 3rd Baron Petre",http://www.wikidata.org/entity/Q7348864
23444:31:60:154:164:34,34,"<Thomas Petre, 6th Baron Petre> <CHILD_OF> <Mary Brown>","<Thomas Petre, 6th Baron Petre> (1633–1706) was an English Catholic peer, the third son of Robert Petre, 3rd Baron Petre and <Mary Brown>.",31,60,"Thomas Petre, 6th Baron Petre",http://www.wikidata.org/entity/Q7793129,154,164,Mary Brown,
23444:975:987:994:998:14,14,<Mary Clifton> <DATE_OF_DEATH> <1706>,"Thomas married <Mary Clifton> (died <1706>), daughter of Sir Thomas Clifton, Bt of Lytham, Lancashire.",975,987,Mary Clifton,,994,998,1706,
29476:143:145:158:162:12,12,<He> <PLACE_OF_BIRTH> <Åsen>,"<He> was born in <Åsen> as a son of Nils Husby (1890–1964), who managed an electricity works.",143,145,He,http://www.wikidata.org/entity/Q6731305,158,162,Åsen,http://www.wikidata.org/entity/Q1771057
29476:18:41:123:141:45,45,<Magnar Gunnbjørn Huseby> <POLITICAL_AFFILIATION> <Conservative Party>,<Magnar Gunnbjørn Huseby> (14 December 1928 – 2 July 2011) was a Norwegian engineer and politician for the <Conservative Party>.,18,41,Magnar Gunnbjørn Huseby,http://www.wikidata.org/entity/Q6731305,123,141,Conservative Party,http://www.wikidata.org/entity/Q586364
1583:639:651:696:708:1,1,<Bravo Health> <SUBSIDIARY_OF> <HealthSpring>,"<Bravo Health>, a HealthSpring Company, is a subsidiary of <HealthSpring>, one of the country's largest Medicare Advantage coordinated care plans.",639,651,Bravo Health,,696,708,HealthSpring,
5205:13:30:77:85:10,10,<Allan David Bloom> <NATIONALITY> <American>,"<Allan David Bloom> (September 14, 1930 – October 7, 1992) was an <American> philosopher, classicist, and academician.",13,30,Allan David Bloom,http://www.wikidata.org/entity/Q948966,77,85,American,http://www.wikidata.org/entity/Q30
5205:809:814:848:869:3,3,<Bloom> <EMPLOYEE_OR_MEMBER_OF> <University of Chicago>,"Saul Bellow wrote Ravelstein, a roman à clef based on <Bloom>, his friend and colleague at the <University of Chicago>.",809,814,Bloom,,848,869,University of Chicago,http://www.wikidata.org/entity/Q131252
5205:755:766:848:869:3,3,<Saul Bellow> <EMPLOYEE_OR_MEMBER_OF> <University of Chicago>,"<Saul Bellow> wrote Ravelstein, a roman à clef based on Bloom, his friend and colleague at the <University of Chicago>.",755,766,Saul Bellow,http://www.wikidata.org/entity/Q83059,848,869,University of Chicago,http://www.wikidata.org/entity/Q131252
5205:816:819:848:869:3,3,<his> <EMPLOYEE_OR_MEMBER_OF> <University of Chicago>,"Saul Bellow wrote Ravelstein, a roman à clef based on Bloom, <his> friend and colleague at the <University of Chicago>.",816,819,his,http://www.wikidata.org/entity/Q83059,848,869,University of Chicago,http://www.wikidata.org/entity/Q131252
5205:208:210:298:322:3,3,<He> <EMPLOYEE_OR_MEMBER_OF> <École Normale Supérieure>,"<He> subsequently taught at Cornell University, the University of Toronto, Yale University, <École Normale Supérieure> of Paris, and the University of Chicago.",208,210,He,http://www.wikidata.org/entity/Q948966,298,322,École Normale Supérieure,http://www.wikidata.org/entity/Q83259
5205:208:210:281:296:3,3,<He> <EMPLOYEE_OR_MEMBER_OF> <Yale University>,"<He> subsequently taught at Cornell University, the University of Toronto, <Yale University>, École Normale Supérieure of Paris, and the University of Chicago.",208,210,He,http://www.wikidata.org/entity/Q948966,281,296,Yale University,http://www.wikidata.org/entity/Q49112
5205:208:210:258:279:3,3,<He> <EMPLOYEE_OR_MEMBER_OF> <University of Toronto>,"<He> subsequently taught at Cornell University, the <University of Toronto>, Yale University, École Normale Supérieure of Paris, and the University of Chicago.",208,210,He,http://www.wikidata.org/entity/Q948966,258,279,University of Toronto,http://www.wikidata.org/entity/Q180865
5205:208:210:341:362:3,3,<He> <EMPLOYEE_OR_MEMBER_OF> <University of Chicago>,"<He> subsequently taught at Cornell University, the University of Toronto, Yale University, École Normale Supérieure of Paris, and the <University of Chicago>.",208,210,He,http://www.wikidata.org/entity/Q948966,341,362,University of Chicago,http://www.wikidata.org/entity/Q131252
5205:208:210:234:252:3,3,<He> <EMPLOYEE_OR_MEMBER_OF> <Cornell University>,"<He> subsequently taught at <Cornell University>, the University of Toronto, Yale University, École Normale Supérieure of Paris, and the University of Chicago.",208,210,He,http://www.wikidata.org/entity/Q948966,234,252,Cornell University,http://www.wikidata.org/entity/Q49115
5155:24:50:132:171:34,34,<Karl Wilhelm von Feuerbach> <CHILD_OF> <Paul Johann Anselm Ritter von Feuerbach>,"<Karl Wilhelm von Feuerbach> (30 May 1800 – 12 March 1834) was a German geometer and the son of legal scholar <Paul Johann Anselm Ritter von Feuerbach>, and the brother of philosopher Ludwig Feuerbach.",24,50,Karl Wilhelm von Feuerbach,http://www.wikidata.org/entity/Q70884,132,171,Paul Johann Anselm Ritter von Feuerbach,http://www.wikidata.org/entity/Q61929
29468:17:34:77:93:45,45,<John Buell Snyder> <POLITICAL_AFFILIATION> <Democratic Party>,"<John Buell Snyder> (July 30, 1877 – February 24, 1946) was a <Democratic Party> member of the U.S. House of Representatives from Pennsylvania.",17,34,John Buell Snyder,http://www.wikidata.org/entity/Q6104880,77,93,Democratic Party,http://www.wikidata.org/entity/Q29552
29468:236:238:267:285:9,9,<He> <EDUCATED_AT> <Harvard University>,"<He> attended summer sessions of <Harvard University>, and Columbia University in New York City.",236,238,He,http://www.wikidata.org/entity/Q6104880,267,285,Harvard University,http://www.wikidata.org/entity/Q13371
29468:236:238:291:310:9,9,<He> <EDUCATED_AT> <Columbia University>,"<He> attended summer sessions of Harvard University, and <Columbia University> in New York City.",236,238,He,http://www.wikidata.org/entity/Q6104880,291,310,Columbia University,http://www.wikidata.org/entity/Q49088
7220:18:37:70:74:15,15,<Bassem I. Awadallah> <DATE_OF_BIRTH> <1964>,<Bassem I. Awadallah> (Arabic: باسم عوض الله; born in <1964>) is a Jordanian public figure.,18,37,Bassem I. Awadallah,http://www.wikidata.org/entity/Q19341989,70,74,1964,
7220:48:60:81:90:10,10,<اسم عوض الله> <NATIONALITY> <Jordanian>,Bassem I. Awadallah (Arabic: ب<اسم عوض الله>; born in 1964) is a <Jordanian> public figure.,48,60,اسم عوض الله,http://www.wikidata.org/entity/Q19341989,81,90,Jordanian,http://www.wikidata.org/entity/Q810
7220:18:37:81:90:10,10,<Bassem I. Awadallah> <NATIONALITY> <Jordanian>,<Bassem I. Awadallah> (Arabic: باسم عوض الله; born in 1964) is a <Jordanian> public figure.,18,37,Bassem I. Awadallah,http://www.wikidata.org/entity/Q19341989,81,90,Jordanian,http://www.wikidata.org/entity/Q810
7220:48:60:70:74:15,15,<اسم عوض الله> <DATE_OF_BIRTH> <1964>,Bassem I. Awadallah (Arabic: ب<اسم عوض الله>; born in <1964>) is a Jordanian public figure.,48,60,اسم عوض الله,http://www.wikidata.org/entity/Q19341989,70,74,1964,
7220:241:264:268:275:6,6,<Al Baraka Banking Group> <HEADQUARTERS> <Bahrain>,"He is currently the Chief Executive Officer of Tomoh Advisory, based in Dubai, UAE and serves as a Member of the Board of Directors of <Al Baraka Banking Group> in <Bahrain>.",241,264,Al Baraka Banking Group,http://www.wikidata.org/entity/Q4033652,268,275,Bahrain,http://www.wikidata.org/entity/Q398
7220:153:167:185:188:6,6,<Tomoh Advisory> <HEADQUARTERS> <UAE>,"He is currently the Chief Executive Officer of <Tomoh Advisory>, based in Dubai, <UAE> and serves as a Member of the Board of Directors of Al Baraka Banking Group in Bahrain.",153,167,Tomoh Advisory,,185,188,UAE,http://www.wikidata.org/entity/Q878
7220:153:167:178:183:6,6,<Tomoh Advisory> <HEADQUARTERS> <Dubai>,"He is currently the Chief Executive Officer of <Tomoh Advisory>, based in <Dubai>, UAE and serves as a Member of the Board of Directors of Al Baraka Banking Group in Bahrain.",153,167,Tomoh Advisory,,178,183,Dubai,http://www.wikidata.org/entity/Q612
27594:1027:1036:1040:1044:14,14,<James Mix> <DATE_OF_DEATH> <1991>,"Her other affiliations include CLEAR II, Inc. (Clergy Ladies Experiencing Affirming Relationships) of which she is Co-director and RAY (Reclaim A Youth), a non profit organization that she co-founded along with Addie Mix in memory of their murdered sons Sean Cater and <James Mix> in <1991>.",1027,1036,James Mix,,1040,1044,1991,
27594:1012:1022:1040:1044:14,14,<Sean Cater> <DATE_OF_DEATH> <1991>,"Her other affiliations include CLEAR II, Inc. (Clergy Ladies Experiencing Affirming Relationships) of which she is Co-director and RAY (Reclaim A Youth), a non profit organization that she co-founded along with Addie Mix in memory of their murdered sons <Sean Cater> and James Mix in <1991>.",1012,1022,Sean Cater,,1040,1044,1991,
27594:362:365:381:413:3,3,<She> <EMPLOYEE_OR_MEMBER_OF> <Covenant United Church of Christ>,<She> is a member of <Covenant United Church of Christ> where she serves as the Grief Ministry Leader.,362,365,She,,381,413,Covenant United Church of Christ,
27594:362:365:414:419:3,3,<She> <EMPLOYEE_OR_MEMBER_OF> <where>,<She> is a member of Covenant United Church of Christ <where> she serves as the Grief Ministry Leader.,362,365,She,,414,419,where,
27594:420:423:414:419:3,3,<she> <EMPLOYEE_OR_MEMBER_OF> <where>,She is a member of Covenant United Church of Christ <where> <she> serves as the Grief Ministry Leader.,420,423,she,,414,419,where,
27594:420:423:381:413:3,3,<she> <EMPLOYEE_OR_MEMBER_OF> <Covenant United Church of Christ>,She is a member of <Covenant United Church of Christ> where <she> serves as the Grief Ministry Leader.,420,423,she,,381,413,Covenant United Church of Christ,
12443:1372:1374:1406:1435:3,3,<He> <EMPLOYEE_OR_MEMBER_OF> <Nevada Optometric Association>,<He> served as the president of the <Nevada Optometric Association> from 2001 until 2003.,1372,1374,He,,1406,1435,Nevada Optometric Association,
9803:401:404:430:459:9,9,"<She> <EDUCATED_AT> <TriOs College, Toronto Campus>","<She> currently is studying at <TriOs College, Toronto Campus>, and dreams of one day becoming a top Game Designer.",401,404,She,,430,459,"TriOs College, Toronto Campus",http://www.wikidata.org/entity/Q7839815
28960:475:478:488:492:14,14,<his> <DATE_OF_DEATH> <1897>,In 1893 Langtry leased the vessel to Ogden Geolet who used it until <his> death in <1897>.,475,478,his,,488,492,1897,
28960:457:460:488:492:14,14,<who> <DATE_OF_DEATH> <1897>,In 1893 Langtry leased the vessel to Ogden Geolet <who> used it until his death in <1897>.,457,460,who,,488,492,1897,
28960:444:456:488:492:14,14,<Ogden Geolet> <DATE_OF_DEATH> <1897>,In 1893 Langtry leased the vessel to <Ogden Geolet> who used it until his death in <1897>.,444,456,Ogden Geolet,,488,492,1897,
28960:525:545:646:650:14,14,<John Lawson Johnston> <DATE_OF_DEATH> <1900>,It was then sold at auction to <John Lawson Johnston> the 'inventor' of Bovril and remained in his ownership until his death on board at Cannes France in <1900>.,525,545,John Lawson Johnston,,646,650,1900,
28960:607:610:646:650:14,14,<his> <DATE_OF_DEATH> <1900>,It was then sold at auction to John Lawson Johnston the 'inventor' of Bovril and remained in his ownership until <his> death on board at Cannes France in <1900>.,607,610,his,,646,650,1900,
28960:587:590:646:650:14,14,<his> <DATE_OF_DEATH> <1900>,It was then sold at auction to John Lawson Johnston the 'inventor' of Bovril and remained in <his> ownership until his death on board at Cannes France in <1900>.,587,590,his,,646,650,1900,
29645:15:28:92:99:10,10,<Alfredo Rocco> <NATIONALITY> <Italian>,<Alfredo Rocco> (born 9 September 1875 in Naples – died 28 August 1935) was an <Italian> politician and jurist.,15,28,Alfredo Rocco,wikidata.org/entity/Q2719599,92,99,Italian,http://www.wikidata.org/entity/Q38
29645:15:28:69:83:14,14,<Alfredo Rocco> <DATE_OF_DEATH> <28 August 1935>,<Alfredo Rocco> (born 9 September 1875 in Naples – died <28 August 1935>) was an Italian politician and jurist.,15,28,Alfredo Rocco,wikidata.org/entity/Q2719599,69,83,28 August 1935,
18453:9:16:84:105:14,14,<Vic Hey> <DATE_OF_DEATH> <Tuesday 11 April 1995>,"<Vic Hey> (born Monday 18 November 1912 in Liverpool, New South Wales — died <Tuesday 11 April 1995> (aged 82)) was an Australian rugby league national and state representative five-eighth/stand-off and later a successful first-grade and national coach.",9,16,Vic Hey,,84,105,Tuesday 11 April 1995,
5121:765:773:700:702:34,34,<Merchelm> <CHILD_OF> <He>,"<He> died sometime between 670 and 685, being succeeded by his son <Merchelm>.",765,773,Merchelm,http://www.wikidata.org/entity/Q65156113,700,702,He,http://www.wikidata.org/entity/Q3846734
5121:765:773:757:760:34,34,<Merchelm> <CHILD_OF> <his>,"He died sometime between 670 and 685, being succeeded by <his> son <Merchelm>.",765,773,Merchelm,http://www.wikidata.org/entity/Q65156113,757,760,his,http://www.wikidata.org/entity/Q3846734
5121:609:626:551:559:2,2,<Leominster Priory> <FOUNDED_BY> <Merewalh>,"During his lifetime, <Merewalh> converted to Christianity in about 660, founding <Leominster Priory>.",609,626,Leominster Priory,http://www.wikidata.org/entity/Q17642859,551,559,Merewalh,http://www.wikidata.org/entity/Q3846734
5121:609:626:537:540:2,2,<Leominster Priory> <FOUNDED_BY> <his>,"During <his> lifetime, Merewalh converted to Christianity in about 660, founding <Leominster Priory>.",609,626,Leominster Priory,http://www.wikidata.org/entity/Q17642859,537,540,his,http://www.wikidata.org/entity/Q3846734
4962:435:452:461:473:25,25,<Von Euler-Chelpin> <SPOUSE> <Astrid Cleve>,"<Von Euler-Chelpin> married <Astrid Cleve>, the daughter of the Uppsala chemist Per Teodor Cleve and was the great-great-great grandson of Leonhard Euler.",435,452,Von Euler-Chelpin,http://www.wikidata.org/entity/Q76613,461,473,Astrid Cleve,http://www.wikidata.org/entity/Q4811427
4962:461:473:435:452:25,25,<Astrid Cleve> <SPOUSE> <Von Euler-Chelpin>,"<Von Euler-Chelpin> married <Astrid Cleve>, the daughter of the Uppsala chemist Per Teodor Cleve and was the great-great-great grandson of Leonhard Euler.",461,473,Astrid Cleve,http://www.wikidata.org/entity/Q4811427,435,452,Von Euler-Chelpin,http://www.wikidata.org/entity/Q76613
4962:461:473:511:527:34,34,<Astrid Cleve> <CHILD_OF> <Per Teodor Cleve>,"Von Euler-Chelpin married <Astrid Cleve>, the daughter of the Uppsala chemist <Per Teodor Cleve> and was the great-great-great grandson of Leonhard Euler.",461,473,Astrid Cleve,http://www.wikidata.org/entity/Q4811427,511,527,Per Teodor Cleve,http://www.wikidata.org/entity/Q377822
4962:270:272:325:345:3,3,<He> <EMPLOYEE_OR_MEMBER_OF> <Stockholm University>,<He> was a professor of general and organic chemistry at <Stockholm University> (1906–1941) and the director of its Institute for organic-chemical research (1938–1948).,270,272,He,http://www.wikidata.org/entity/Q76613,325,345,Stockholm University,http://www.wikidata.org/entity/Q221645
4962:270:272:378:381:3,3,<He> <EMPLOYEE_OR_MEMBER_OF> <its>,<He> was a professor of general and organic chemistry at Stockholm University (1906–1941) and the director of <its> Institute for organic-chemical research (1938–1948).,270,272,He,http://www.wikidata.org/entity/Q76613,378,381,its,http://www.wikidata.org/entity/Q221645
15387:27:52:116:122:6,6,<Falcon International Bank> <HEADQUARTERS> <Laredo>,"<Falcon International Bank> is a Texas community bank founded in 1986 and headquartered in <Laredo>, Texas.",27,52,Falcon International Bank,wikidata.org/entity/Q5431748,116,122,Laredo,http://www.wikidata.org/entity/Q16868
15387:27:52:124:129:6,6,<Falcon International Bank> <HEADQUARTERS> <Texas>,"<Falcon International Bank> is a Texas community bank founded in 1986 and headquartered in Laredo, <Texas>.",27,52,Falcon International Bank,wikidata.org/entity/Q5431748,124,129,Texas,http://www.wikidata.org/entity/Q1439
15387:27:52:58:63:6,6,<Falcon International Bank> <HEADQUARTERS> <Texas>,"<Falcon International Bank> is a <Texas> community bank founded in 1986 and headquartered in Laredo, Texas.",27,52,Falcon International Bank,wikidata.org/entity/Q5431748,58,63,Texas,http://www.wikidata.org/entity/Q1439
15387:365:390:404:423:4,4,<Falcon International Bank> <CEO> <Adolfo E. Gutierrez>,"<Falcon International Bank> is headed by <Adolfo E. Gutierrez>, the Chairman of the Board and Chief Executive Officer, and Gilbert Narvaez, Jr., the current President and Chief Operations Officer.",365,390,Falcon International Bank,wikidata.org/entity/Q5431748,404,423,Adolfo E. Gutierrez,
11763:25:54:87:96:2,2,"<Capitol Harley-Davidson, Inc.> <FOUNDED_BY> <Dave Bell>","<Capitol Harley-Davidson, Inc.> was founded December 1, 1982 by <Dave Bell>.",25,54,"Capitol Harley-Davidson, Inc.",,87,96,Dave Bell,
11763:259:261:271:289:11,11,<we> <PLACE_OF_RESIDENCE> <South Pennsylvania>,"First, <we> moved to <South Pennsylvania> in 1995, and now we reside at 9550 Woodlane Drive in  Dimondale, Michigan.",259,261,we,,271,289,South Pennsylvania,http://www.wikidata.org/entity/Q7566771
11763:259:261:355:363:11,11,<we> <PLACE_OF_RESIDENCE> <Michigan>,"First, <we> moved to South Pennsylvania in 1995, and now we reside at 9550 Woodlane Drive in  Dimondale, <Michigan>.",259,261,we,,355,363,Michigan,http://www.wikidata.org/entity/Q1166
11763:259:261:344:353:11,11,<we> <PLACE_OF_RESIDENCE> <Dimondale>,"First, <we> moved to South Pennsylvania in 1995, and now we reside at 9550 Woodlane Drive in  <Dimondale>, Michigan.",259,261,we,,344,353,Dimondale,http://www.wikidata.org/entity/Q3316422
11763:307:309:355:363:11,11,<we> <PLACE_OF_RESIDENCE> <Michigan>,"First, we moved to South Pennsylvania in 1995, and now <we> reside at 9550 Woodlane Drive in  Dimondale, <Michigan>.",307,309,we,,355,363,Michigan,http://www.wikidata.org/entity/Q1166
11763:307:309:344:353:11,11,<we> <PLACE_OF_RESIDENCE> <Dimondale>,"First, we moved to South Pennsylvania in 1995, and now <we> reside at 9550 Woodlane Drive in  <Dimondale>, Michigan.",307,309,we,,344,353,Dimondale,http://www.wikidata.org/entity/Q3316422
11763:307:309:271:289:11,11,<we> <PLACE_OF_RESIDENCE> <South Pennsylvania>,"First, we moved to <South Pennsylvania> in 1995, and now <we> reside at 9550 Woodlane Drive in  Dimondale, Michigan.",307,309,we,,271,289,South Pennsylvania,http://www.wikidata.org/entity/Q7566771
30461:339:351:230:242:6,6,<Jonway Group> <HEADQUARTERS> <Taizhou City>,"Headquartered in <Taizhou City> of Zhejiang Province, a city with excellent location for both transportation and communication, <Jonway Group> has been investing nationwide.By the end of 2017, the company covers a land over one million square meters throughout the country, and has over two thousand employees, and reached the annual revenues of export over twenty million US Dollars.",339,351,Jonway Group,,230,242,Taizhou City,http://www.wikidata.org/entity/Q58273
30461:339:351:246:263:6,6,<Jonway Group> <HEADQUARTERS> <Zhejiang Province>,"Headquartered in Taizhou City of <Zhejiang Province>, a city with excellent location for both transportation and communication, <Jonway Group> has been investing nationwide.By the end of 2017, the company covers a land over one million square meters throughout the country, and has over two thousand employees, and reached the annual revenues of export over twenty million US Dollars.",339,351,Jonway Group,,246,263,Zhejiang Province,http://www.wikidata.org/entity/Q16967
7040:99:135:77:79:4,4,<Royal Challengers Bangalore Twenty20> <CEO> <He>,<He> was the CEO of the <Royal Challengers Bangalore Twenty20> cricket team for the 2008 Indian Premier League but was fired due to the team's poor performances.,99,135,Royal Challengers Bangalore Twenty20,http://www.wikidata.org/entity/Q1156897,77,79,He,http://www.wikidata.org/entity/Q5086964
12104:387:390:336:340:34,34,<who> <CHILD_OF> <Maso>,"The most infamous and influential members of the family were <Maso> and his son Rinaldo degli Albizzi (1370–1442) <who> countered the rise of Cosimo de' Medici, exiling him in 1433.",387,390,who,http://www.wikidata.org/entity/Q704514,336,340,Maso,http://www.wikidata.org/entity/Q27503469
12104:387:390:345:348:34,34,<who> <CHILD_OF> <his>,"The most infamous and influential members of the family were Maso and <his> son Rinaldo degli Albizzi (1370–1442) <who> countered the rise of Cosimo de' Medici, exiling him in 1433.",387,390,who,http://www.wikidata.org/entity/Q704514,345,348,his,http://www.wikidata.org/entity/Q27503469
12104:353:374:345:348:34,34,<Rinaldo degli Albizzi> <CHILD_OF> <his>,"The most infamous and influential members of the family were Maso and <his> son <Rinaldo degli Albizzi> (1370–1442) who countered the rise of Cosimo de' Medici, exiling him in 1433.",353,374,Rinaldo degli Albizzi,http://www.wikidata.org/entity/Q704514,345,348,his,http://www.wikidata.org/entity/Q27503469
12104:353:374:336:340:34,34,<Rinaldo degli Albizzi> <CHILD_OF> <Maso>,"The most infamous and influential members of the family were <Maso> and his son <Rinaldo degli Albizzi> (1370–1442) who countered the rise of Cosimo de' Medici, exiling him in 1433.",353,374,Rinaldo degli Albizzi,http://www.wikidata.org/entity/Q704514,336,340,Maso,http://www.wikidata.org/entity/Q27503469
4967:16:30:37:52:15,15,<Rossella Ratto> <DATE_OF_BIRTH> <20 October 1993>,<Rossella Ratto> (born <20 October 1993>) is an Italian racing cyclist.,16,30,Rossella Ratto,http://www.wikidata.org/entity/Q1423111,37,52,20 October 1993,
1797:288:290:359:364:2,2,<It> <FOUNDED_BY> <their>,"<It> was founded in September 1998 by Susan and David Axelrod, driven by <their> daughter starting to have severe seizures when she was a child.",288,290,It,,359,364,their,
1797:288:290:324:329:2,2,<It> <FOUNDED_BY> <Susan>,"<It> was founded in September 1998 by <Susan> and David Axelrod, driven by their daughter starting to have severe seizures when she was a child.",288,290,It,,324,329,Susan,
1797:288:290:306:320:5,5,<It> <DATE_FOUNDED> <September 1998>,"<It> was founded in <September 1998> by Susan and David Axelrod, driven by their daughter starting to have severe seizures when she was a child.",288,290,It,,306,320,September 1998,
1797:288:290:334:347:2,2,<It> <FOUNDED_BY> <David Axelrod>,"<It> was founded in September 1998 by Susan and <David Axelrod>, driven by their daughter starting to have severe seizures when she was a child.",288,290,It,,334,347,David Axelrod,http://www.wikidata.org/entity/Q519838
10399:1143:1145:1280:1311:9,9,<He> <EDUCATED_AT> <University of Wisconsin-Madison>,"<He> received a BS degree from Peking University, a MS degree from Chinese Academy of Sciences, and a PhD degree in organic chemistry from <University of Wisconsin-Madison>.",1143,1145,He,,1280,1311,University of Wisconsin-Madison,http://www.wikidata.org/entity/Q838330
10399:1143:1145:1208:1235:9,9,<He> <EDUCATED_AT> <Chinese Academy of Sciences>,"<He> received a BS degree from Peking University, a MS degree from <Chinese Academy of Sciences>, and a PhD degree in organic chemistry from University of Wisconsin-Madison.",1143,1145,He,,1208,1235,Chinese Academy of Sciences,http://www.wikidata.org/entity/Q530471
10399:1143:1145:1172:1189:9,9,<He> <EDUCATED_AT> <Peking University>,"<He> received a BS degree from <Peking University>, a MS degree from Chinese Academy of Sciences, and a PhD degree in organic chemistry from University of Wisconsin-Madison.",1143,1145,He,,1172,1189,Peking University,http://www.wikidata.org/entity/Q16952
